Action,Agent X,Agent Y,Audio Observation,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,-1,5,14,0
3,6,0,0,1,5,13,-1
3,5,0,0,0,5,11,-1
3,4,0,0,0,5,12,-1
3,3,0,0,0,5,10,-1
1,4,0,0,0,5,9,-1
1,5,0,0,0,5,8,-1
3,4,0,0,0,5,6,-1
3,3,0,0,0,5,4,-1
3,2,0,0,0,6,4,-1
1,3,0,0,0,6,3,-1
1,4,0,0,1,6,2,-1
3,3,0,0,1,6,1,-1
3,2,0,0,1,5,0,-1
3,1,0,0,1,3,0,-1
0,1,1,0,1,1,0,-1
0,1,2,0,1,1,2,-101
0,1,2,0,1,1,2,-101
