Action,Agent X,Agent Y,Audio Observation,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,-1,5,14,0
0,7,1,0,0,5,13,-1
1,8,1,0,0,4,13,-1
2,8,0,0,1,4,12,-1
1,9,0,0,1,4,11,-1
1,10,0,0,0,5,11,-1
1,11,0,0,0,5,9,-1
0,11,1,0,1,5,8,-1
3,10,1,0,1,5,6,-1
0,10,2,0,1,6,6,-1
1,11,2,0,1,7,5,-1
2,11,1,0,1,8,4,-1
2,11,0,0,1,7,4,-1
1,12,0,0,1,8,3,-1
1,13,0,0,1,9,4,-1
1,14,0,0,0,10,3,-1
3,13,0,0,1,11,2,-1
1,14,0,0,1,11,1,-1
3,13,0,0,1,12,0,-1
1,14,0,0,1,14,0,-101
1,14,0,0,1,14,0,-101
