Action,Agent X,Agent Y,Observation,Predator X,Predator Y,Reward
-1,7,0,-1,5,14,0
0,7,1,0,5,13,-1
1,8,1,1,6,13,-1
3,7,1,0,6,12,-1
3,6,1,1,5,12,-1
3,5,1,0,4,12,-1
2,5,0,0,4,11,-1
3,4,0,0,4,10,-1
3,3,0,0,4,9,-1
3,2,0,0,5,9,-1
1,3,0,0,4,9,-1
3,2,0,0,4,8,-1
3,1,0,1,4,7,-1
1,2,0,0,5,7,-1
1,3,0,0,5,6,-1
1,4,0,0,5,5,-1
1,5,0,0,5,6,-1
0,5,1,0,5,5,-1
2,5,0,0,5,4,-1
0,5,1,0,5,5,-1
1,6,1,1,6,4,-1
2,6,0,1,6,2,-1
3,5,0,1,5,1,-1
3,4,0,1,4,0,-101
3,4,0,1,4,0,-101
